사용일자,노선명,역명,승차총승객수,하차총승객수,등록일자
20200101,1호선,종각,20427,16301,20200104
20200101,1호선,시청,12126,10516,20200104
20200101,우이신설선,신설동,892,828,20200104
20200101,우이신설선,보문,917,855,20200104
20200101,우이신설선,성신여대입구(돈암),2010,2363,20200104
20200101,우이신설선,정릉,2096,1989,20200104
20200101,우이신설선,북한산보국문,2945,2849,20200104
20200101,우이신설선,솔샘,2477,2272,20200104
20200101,우이신설선,삼양사거리,1288,1316,20200104
20200101,우이신설선,삼양,1113,1188,20200104
20200101,우이신설선,화계,1789,1690,20200104
20200101,우이신설선,가오리,2041,1974,20200104
20200101,우이신설선,4.19민주묘지,1504,1352,20200104
20200101,우이신설선,솔밭공원,1201,1209,20200104
20200101,우이신설선,북한산우이,3048,2766,20200104
20200101,9호선2~3단계,중앙보훈병원,2911,2864,20200104
20200101,9호선2~3단계,둔촌오륜,333,354,20200104
20200101,9호선2~3단계,올림픽공원(한국체대),2371,2475,20200104
20200101,9호선2~3단계,한성백제,1482,1185,20200104
20200101,9호선2~3단계,송파나루,2060,2100,20200104
20200101,9호선2~3단계,석촌,3354,2750,20200104
20200101,9호선2~3단계,석촌고분,2533,2525,20200104
20200101,9호선2~3단계,삼전,2921,3037,20200104
20200101,9호선2~3단계,종합운동장,2212,1780,20200104
20200101,9호선2~3단계,봉은사,10651,10456,20200104
20200101,9호선2~3단계,삼성중앙,1724,1713,20200104
20200101,9호선2~3단계,선정릉,2246,2396,20200104
20200101,9호선2~3단계,언주,3261,2794,20200104
20200101,공항철도 1호선,영종,2084,2010,20200104
20200101,공항철도 1호선,인천공항2터미널,5990,5801,20200104
20200101,공항철도 1호선,인천공항1터미널,16835,17571,20200104
20200101,공항철도 1호선,공항화물청사,1344,1439,20200104
20200101,공항철도 1호선,운서,5812,6205,20200104
20200101,공항철도 1호선,청라국제도시,2909,2894,20200104
20200101,공항철도 1호선,검암,3749,4134,20200104
20200101,공항철도 1호선,계양,4539,4675,20200104
20200101,공항철도 1호선,김포공항,8633,4690,20200104
20200101,공항철도 1호선,마곡나루,1495,1764,20200104
20200101,공항철도 1호선,디지털미디어시티,3420,3501,20200104
20200101,공항철도 1호선,홍대입구,10405,9279,20200104
20200101,공항철도 1호선,공덕,1281,1964,20200104
20200101,공항철도 1호선,서울역,14369,10789,20200104
20200101,9호선,신논현,15752,14954,20200104
20200101,9호선,사평,1204,1213,20200104
20200101,9호선,고속터미널,9488,13501,20200104
20200101,9호선,신반포,1097,1057,20200104
20200101,9호선,구반포,987,1079,20200104
20200101,9호선,동작(현충원),1417,1414,20200104
20200101,9호선,흑석(중앙대입구),4011,4288,20200104
20200101,9호선,노들,2065,1990,20200104
20200101,9호선,노량진,16032,18069,20200104
20200101,9호선,샛강,1598,1611,20200104
20200101,9호선,여의도,4615,4455,20200104
20200101,9호선,국회의사당,4106,3571,20200104
20200101,9호선,당산,7609,7744,20200104
20200101,9호선,선유도,2631,2652,20200104
20200101,9호선,신목동,1446,1378,20200104
20200101,9호선,염창,7396,7578,20200104
20200101,9호선,등촌,4116,4258,20200104
20200101,9호선,증미,3161,3343,20200104
20200101,9호선,가양,8940,9185,20200104
20200101,9호선,양천향교,3694,4075,20200104
20200101,9호선,마곡나루,4194,4453,20200104
20200101,9호선,신방화,3132,3107,20200104
20200101,9호선,공항시장,1543,1815,20200104
20200101,9호선,김포공항,7514,10298,20200104
20200101,9호선,개화,1120,940,20200104
20200101,8호선,모란,2542,2103,20200104
20200101,8호선,수진,3261,3118,20200104
20200101,8호선,신흥,3062,3257,20200104
20200101,8호선,단대오거리,4779,5044,20200104
20200101,8호선,남한산성입구(성남법원.검찰청),5961,5950,20200104
20200101,8호선,산성,3041,3023,20200104
20200101,8호선,복정,4130,3672,20200104
20200101,8호선,장지,10784,10821,20200104
20200101,8호선,문정,4346,4645,20200104
20200101,8호선,가락시장,3156,3551,20200104
20200101,8호선,송파,4221,4117,20200104
20200101,8호선,석촌,3771,4422,20200104
20200101,8호선,잠실(송파구청),12712,13225,20200104
20200101,8호선,몽촌토성(평화의문),3566,3439,20200104
20200101,8호선,강동구청,4406,4486,20200104
20200101,8호선,천호(풍납토성),9229,10239,20200104
20200101,8호선,암사,8493,8171,20200104
20200101,7호선,부평구청,4647,3983,20200104
20200101,7호선,굴포천,4424,4720,20200104
20200101,7호선,삼산체육관,2094,2043,20200104
20200101,7호선,상동,7062,6914,20200104
20200101,7호선,부천시청,5832,5755,20200104
20200101,7호선,신중동,5575,5614,20200104
20200101,7호선,춘의,3384,3295,20200104
20200101,7호선,부천종합운동장,2195,1906,20200104
20200101,7호선,까치울,3294,3282,20200104
20200101,7호선,온수(성공회대입구),3687,4049,20200104
20200101,7호선,천왕,3948,4009,20200104
20200101,7호선,광명사거리,13125,13078,20200104
20200101,7호선,철산,10109,10483,20200104
20200101,7호선,가산디지털단지,11215,10506,20200104
20200101,7호선,남구로,7947,7748,20200104
20200101,7호선,대림(구로구청),8976,8590,20200104
20200101,7호선,신풍,5497,5349,20200104
20200101,7호선,보라매,3585,3783,20200104
20200101,7호선,신대방삼거리,7029,7086,20200104
20200101,7호선,장승배기,4565,4692,20200104
20200101,7호선,상도,4627,5089,20200104
20200101,7호선,숭실대입구(살피재),5030,5654,20200104
20200101,7호선,남성,5026,5232,20200104
20200101,7호선,이수,7439,7441,20200104
20200101,7호선,내방,4137,4217,20200104
20200101,7호선,고속터미널,12492,8223,20200104
20200101,7호선,반포,2709,2716,20200104
20200101,7호선,논현,5385,5505,20200104
20200101,7호선,학동,4954,4441,20200104
20200101,7호선,강남구청,3549,3802,20200104
20200101,7호선,청담,5780,6240,20200104
20200101,7호선,뚝섬유원지,4087,3983,20200104
20200101,7호선,건대입구,8665,9179,20200104
20200101,7호선,어린이대공원(세종대),5557,5607,20200104
20200101,7호선,군자(능동),7162,5506,20200104
20200101,7호선,중곡,4468,4313,20200104
20200101,7호선,용마산,3000,3095,20200104
20200101,7호선,사가정,8084,8016,20200104
20200101,7호선,면목,7131,7299,20200104
20200101,7호선,상봉(시외버스터미널),8539,8004,20200104
20200101,7호선,중화,5154,5209,20200104
20200101,7호선,먹골,4750,4810,20200104
20200101,7호선,태릉입구,4074,3803,20200104
20200101,7호선,공릉(서울과학기술대),5622,5847,20200104
20200101,7호선,하계,8542,8370,20200104
20200101,7호선,중계,6414,6157,20200104
20200101,7호선,노원,9371,9960,20200104
20200101,7호선,마들,5578,5435,20200104
20200101,7호선,수락산,6448,6564,20200104
20200101,7호선,도봉산,4028,5811,20200104
20200101,7호선,장암,919,524,20200104
20200101,6호선,봉화산(서울의료원),3818,3883,20200104
20200101,6호선,화랑대(서울여대입구),4859,4226,20200104
20200101,6호선,태릉입구,2554,3063,20200104
20200101,6호선,석계,6045,6302,20200104
20200101,6호선,돌곶이,3885,4020,20200104
20200101,6호선,상월곡(한국과학기술연구원),2571,2547,20200104
20200101,6호선,월곡(동덕여대),5348,5454,20200104
20200101,6호선,고려대(종암),3752,3921,20200104
20200101,6호선,안암(고대병원앞),5032,5115,20200104
20200101,6호선,보문,3492,3441,20200104
20200101,6호선,창신,1357,1310,20200104
20200101,6호선,동묘앞,5027,4467,20200104
20200101,6호선,신당,4246,3630,20200104
20200101,6호선,청구,1556,1656,20200104
20200101,6호선,약수,1466,1595,20200104
20200101,6호선,버티고개,1059,1194,20200104
20200101,6호선,한강진,3996,4340,20200104
20200101,6호선,이태원,18496,11098,20200104
20200101,6호선,녹사평(용산구청),3579,3009,20200104
20200101,6호선,삼각지,2980,2411,20200104
20200101,6호선,효창공원앞,2820,2511,20200104
20200101,6호선,공덕,6602,6518,20200104
20200101,6호선,대흥(서강대앞),3117,3449,20200104
20200101,6호선,광흥창(서강),3525,3510,20200104
20200101,6호선,상수,6403,6232,20200104
20200101,6호선,합정,7952,7259,20200104
20200101,6호선,망원,7081,7772,20200104
20200101,6호선,마포구청,6325,5723,20200104
20200101,6호선,월드컵경기장(성산),5356,5405,20200104
20200101,6호선,디지털미디어시티,4788,5061,20200104
20200101,6호선,증산(명지대앞),5168,5443,20200104
20200101,6호선,새절(신사),6152,6276,20200104
20200101,6호선,구산,3408,2705,20200104
20200101,6호선,독바위,1432,1778,20200104
20200101,6호선,불광,3146,2850,20200104
20200101,6호선,역촌,1906,2284,20200104
20200101,6호선,응암,8753,9341,20200104
20200101,5호선,마천,2513,2886,20200104
20200101,5호선,거여,3236,3339,20200104
20200101,5호선,개롱,2618,2800,20200104
20200101,5호선,오금,1239,1267,20200104
20200101,5호선,방이,3212,3249,20200104
20200101,5호선,올림픽공원(한국체대),1723,1529,20200104
20200101,5호선,둔촌동,3690,3919,20200104
20200101,5호선,상일동,5804,5654,20200104
20200101,5호선,고덕,3733,3855,20200104
20200101,5호선,명일,3509,3773,20200104
20200101,5호선,굽은다리(강동구민회관앞),4720,4732,20200104
20200101,5호선,길동,3548,3645,20200104
20200101,5호선,강동,9082,8585,20200104
20200101,5호선,천호(풍납토성),10564,10446,20200104
20200101,5호선,광나루(장신대),6639,6603,20200104
20200101,5호선,아차산(어린이대공원후문),11000,10740,20200104
20200101,5호선,군자(능동),5306,5967,20200104
20200101,5호선,장한평,7977,7927,20200104
20200101,5호선,답십리,6768,6415,20200104
20200101,5호선,마장,2818,2894,20200104
20200101,5호선,왕십리(성동구청),2563,3023,20200104
20200101,5호선,행당,3526,3245,20200104
20200101,5호선,신금호,2763,2995,20200104
20200101,5호선,청구,1683,1629,20200104
20200101,5호선,동대문역사문화공원,913,960,20200104
20200101,5호선,을지로4가,1467,1521,20200104
20200101,5호선,종로3가,11043,9303,20200104
20200101,5호선,광화문(세종문화회관),14455,14112,20200104
20200101,5호선,서대문,5058,4839,20200104
20200101,5호선,충정로(경기대입구),1129,1203,20200104
20200101,5호선,애오개,2467,2610,20200104
20200101,5호선,공덕,4067,4350,20200104
20200101,5호선,마포,4568,4518,20200104
20200101,5호선,여의나루,3468,3538,20200104
20200101,5호선,여의도,4652,4914,20200104
20200101,5호선,신길,1473,1623,20200104
20200101,5호선,영등포시장,4405,4613,20200104
20200101,5호선,영등포구청,1138,1093,20200104
20200101,5호선,양평,2100,2272,20200104
20200101,5호선,오목교(목동운동장앞),10151,10853,20200104
20200101,5호선,목동,7142,7638,20200104
20200101,5호선,신정(은행정),5624,5205,20200104
20200101,5호선,까치산,14837,14783,20200104
20200101,5호선,화곡,12863,12898,20200104
20200101,5호선,우장산,6199,6459,20200104
20200101,5호선,발산,7915,8357,20200104
20200101,5호선,마곡,2189,2216,20200104
20200101,5호선,송정,3726,3710,20200104
20200101,5호선,김포공항,7254,7138,20200104
20200101,5호선,개화산,2805,2978,20200104
20200101,5호선,방화,3953,3966,20200104
20200101,경강선,여주,1631,1419,20200104
20200101,경강선,세종대왕릉,218,217,20200104
20200101,경강선,부발,981,1539,20200104
20200101,경강선,이천,1824,1940,20200104
20200101,경강선,신둔도예촌,618,669,20200104
20200101,경강선,곤지암,1128,1242,20200104
20200101,경강선,초월,1214,1340,20200104
20200101,경강선,경기광주,3077,3099,20200104
20200101,경강선,삼동,729,752,20200104
20200101,경강선,이매,545,382,20200104
20200101,경강선,판교,1405,1344,20200104
20200101,수인선,인천,1109,1571,20200104
20200101,수인선,신포,1111,1117,20200104
20200101,수인선,숭의,1789,1605,20200104
20200101,수인선,인하대,2319,2306,20200104
20200101,수인선,송도,1598,1586,20200104
20200101,수인선,연수,3056,2945,20200104
20200101,수인선,원인재,2417,2516,20200104
20200101,수인선,남동인더스파크,477,476,20200104
20200101,수인선,호구포,1629,1737,20200104
20200101,수인선,인천논현,2958,3138,20200104
20200101,수인선,소래포구,3483,3220,20200104
20200101,수인선,월곶,1615,1497,20200104
20200101,수인선,달월,39,37,20200104
20200101,경춘선,춘천,1729,1432,20200104
20200101,경춘선,남춘천,2139,2432,20200104
20200101,경춘선,김유정,339,320,20200104
20200101,경춘선,강촌,337,312,20200104
20200101,경춘선,백양리,270,260,20200104
20200101,경춘선,굴봉산,129,104,20200104
20200101,경춘선,가평,1554,1375,20200104
20200101,경춘선,상천,256,150,20200104
20200101,경춘선,청평,1449,1186,20200104
20200101,경춘선,대성리,418,289,20200104
20200101,경춘선,마석,1926,2041,20200104
20200101,경춘선,천마산,882,867,20200104
20200101,경춘선,평내호평,2928,2787,20200104
20200101,경춘선,금곡,743,780,20200104
20200101,경춘선,사릉,1385,1457,20200104
20200101,경춘선,퇴계원,1608,1639,20200104
20200101,경춘선,별내,1324,1326,20200104
20200101,경춘선,갈매,1011,1001,20200104
20200101,경춘선,신내,713,732,20200104
20200101,경의선,문산,3627,3821,20200104
20200101,경의선,파주,628,567,20200104
20200101,경의선,월롱,728,1270,20200104
20200101,경의선,금촌,4193,4651,20200104
20200101,경의선,금릉,2379,2499,20200104
20200101,경의선,운정,2877,2868,20200104
20200101,경의선,야당,2843,2891,20200104
20200101,경의선,탄현,3467,3472,20200104
20200101,경의선,일산,3764,3709,20200104
20200101,경의선,풍산,2744,2656,20200104
20200101,경의선,백마,2713,2709,20200104
20200101,경의선,곡산,220,212,20200104
20200101,경의선,능곡,1756,1721,20200104
20200101,경의선,행신,3588,3480,20200104
20200101,경의선,강매,1143,1120,20200104
20200101,경의선,화전,784,927,20200104
20200101,경의선,수색,722,760,20200104
20200101,경의선,디지털미디어시티,1127,1092,20200104
20200101,경의선,가좌,2310,2377,20200104
20200101,경의선,홍대입구,1582,1959,20200104
20200101,경의선,서강대,1199,1160,20200104
20200101,경의선,공덕,1580,1318,20200104
20200101,경의선,효창공원앞,1087,1288,20200104
20200101,경의선,신촌,344,332,20200104
20200101,경의선,서울역,1309,969,20200104
20200101,장항선,신창(순천향대),792,938,20200104
20200101,장항선,온양온천,4010,3941,20200104
20200101,장항선,배방,613,789,20200104
20200101,장항선,아산,2511,1612,20200104
20200101,장항선,쌍용(나사렛대),1124,1123,20200104
20200101,장항선,봉명,612,628,20200104
20200101,중앙선,지평,32,21,20200104
20200101,중앙선,용문,1583,1450,20200104
20200101,1호선,서울역,36470,29895,20200104
20200101,중앙선,원덕,241,205,20200104
20200101,중앙선,양평,1838,1790,20200104
20200101,중앙선,오빈,189,170,20200104
20200101,중앙선,아신,381,360,20200104
20200101,중앙선,국수,394,388,20200104
20200101,중앙선,신원,109,87,20200104
20200101,중앙선,양수,1330,1424,20200104
20200101,중앙선,운길산,612,603,20200104
20200101,중앙선,팔당,697,660,20200104
20200101,중앙선,도심,1134,1029,20200104
20200101,중앙선,덕소,3140,3222,20200104
20200101,중앙선,양정,318,258,20200104
20200101,중앙선,도농,4041,4104,20200104
20200101,중앙선,구리,6597,6908,20200104
20200101,중앙선,양원,661,705,20200104
20200101,중앙선,망우,4150,4220,20200104
20200101,중앙선,상봉(시외버스터미널),3355,3248,20200104
20200101,중앙선,중랑,2849,2865,20200104
20200101,중앙선,회기,13092,13633,20200104
20200101,일산선,대화,6456,5901,20200104
20200101,일산선,주엽,4213,4264,20200104
20200101,일산선,정발산,4468,4495,20200104
20200101,일산선,마두,3643,3685,20200104
20200101,일산선,백석,5630,5479,20200104
20200101,일산선,대곡,732,569,20200104
20200101,일산선,화정,9733,9958,20200104
20200101,일산선,원당,5402,5402,20200104
20200101,일산선,삼송,9788,9860,20200104
20200101,일산선,원흥,3944,3886,20200104
20200101,분당선,매교,982,1061,20200104
20200101,분당선,수원시청,7916,6075,20200104
20200101,분당선,매탄권선,2100,2204,20200104
20200101,분당선,망포,5445,6235,20200104
20200101,분당선,영통,4684,5088,20200104
20200101,분당선,청명,1567,1878,20200104
20200101,분당선,상갈,2755,2912,20200104
20200101,분당선,기흥,4643,4639,20200104
20200101,분당선,신갈,1759,1935,20200104
20200101,분당선,구성,1970,2115,20200104
20200101,분당선,죽전,6371,7489,20200104
20200101,분당선,보정,1101,1014,20200104
20200101,분당선,이매,2473,2629,20200104
20200101,분당선,오리,5265,4627,20200104
20200101,분당선,미금,7780,8614,20200104
20200101,분당선,정자,6244,6615,20200104
20200101,분당선,수내,4630,4720,20200104
20200101,분당선,서현,13363,12778,20200104
20200101,분당선,야탑,13790,14130,20200104
20200101,분당선,모란,10572,10899,20200104
20200101,분당선,태평,7649,7461,20200104
20200101,분당선,가천대,2871,3742,20200104
20200101,분당선,선정릉,1676,1640,20200104
20200101,분당선,강남구청,2176,2431,20200104
20200101,분당선,압구정로데오,4953,5406,20200104
20200101,분당선,서울숲,2775,2832,20200104
20200101,분당선,수원,4933,3437,20200104
20200101,분당선,수서,7186,6991,20200104
20200101,분당선,대모산입구,1205,1216,20200104
20200101,분당선,개포동,1375,1439,20200104
20200101,분당선,구룡,440,485,20200104
20200101,분당선,도곡,2185,2246,20200104
20200101,분당선,한티,5839,5989,20200104
20200101,분당선,선릉,2279,3268,20200104
20200101,과천선,범계,12483,12506,20200104
20200101,과천선,평촌,5750,5856,20200104
20200101,과천선,인덕원,10051,10474,20200104
20200101,과천선,정부과천청사,5647,4838,20200104
20200101,과천선,과천,2266,2016,20200104
20200101,과천선,대공원,1769,1797,20200104
20200101,과천선,경마공원,901,806,20200104
20200101,과천선,선바위,2779,2858,20200104
20200101,안산선,수리산,1802,1692,20200104
20200101,안산선,오이도,6132,6113,20200104
20200101,안산선,정왕,4495,5231,20200104
20200101,안산선,신길온천,897,824,20200104
20200101,안산선,안산,10317,9716,20200104
20200101,안산선,초지,1799,1776,20200104
20200101,안산선,고잔,3561,3565,20200104
20200101,안산선,중앙,10099,9904,20200104
20200101,안산선,한대앞,3843,3899,20200104
20200101,안산선,상록수,10107,10363,20200104
20200101,안산선,반월,2352,2516,20200104
20200101,안산선,대야미,2482,2274,20200104
20200101,안산선,산본,8718,9525,20200104
20200101,경원선,소요산,2963,2384,20200104
20200101,경원선,동두천,1180,1599,20200104
20200101,경원선,보산,1203,1509,20200104
20200101,경원선,동두천중앙,2094,2146,20200104
20200101,경원선,지행,4009,4087,20200104
20200101,경원선,덕정,3074,3429,20200104
20200101,경원선,덕계,1158,1139,20200104
20200101,경원선,양주,4287,4397,20200104
20200101,경원선,녹양,2424,2354,20200104
20200101,경원선,가능,3470,3358,20200104
20200101,경원선,의정부,13231,13522,20200104
20200101,경원선,회룡,5960,6012,20200104
20200101,경원선,망월사,4030,4244,20200104
20200101,경원선,도봉산,5909,4044,20200104
20200101,경원선,도봉,2864,2678,20200104
20200101,경원선,방학,5248,5115,20200104
20200101,경원선,창동,1,0,20200104
20200101,경원선,녹천,2277,2026,20200104
20200101,경원선,월계,3278,3025,20200104
20200101,경원선,광운대,4030,4461,20200104
20200101,경원선,석계,5006,5668,20200104
20200101,경원선,신이문,4436,4248,20200104
20200101,경원선,외대앞,4752,4782,20200104
20200101,경원선,청량리(서울시립대입구),12243,10866,20200104
20200101,경원선,왕십리(성동구청),9318,10901,20200104
20200101,경원선,응봉,1167,1054,20200104
20200101,경원선,옥수,46,19,20200104
20200101,경원선,한남,2026,1923,20200104
20200101,경원선,서빙고,977,920,20200104
20200101,경원선,이촌(국립중앙박물관),1805,1575,20200104
20200101,경인선,도화,2189,2151,20200104
20200101,경인선,중동,4571,4316,20200104
20200101,경인선,온수(성공회대입구),3637,3618,20200104
20200101,경인선,도원,1547,1703,20200104
20200101,경인선,간석,3120,3160,20200104
20200101,경인선,부개,4548,4521,20200104
20200101,경인선,소사,6058,5870,20200104
20200101,경인선,구일,2826,2902,20200104
20200101,경인선,인천,4455,3523,20200104
20200101,경인선,동인천,10592,10546,20200104
20200101,경인선,제물포,5095,5193,20200104
20200101,경인선,주안,12385,11231,20200104
20200101,경인선,동암,9874,10232,20200104
20200101,경인선,백운,4217,4164,20200104
20200101,경인선,부평,25736,25727,20200104
20200101,경인선,송내,13133,13132,20200104
20200101,경인선,부천,24839,24883,20200104
20200101,경인선,역곡,14165,14799,20200104
20200101,경인선,오류동,7492,7068,20200104
20200101,경인선,개봉,11584,11858,20200104
20200101,경부선,광명,2122,1191,20200104
20200101,경부선,서동탄,866,827,20200104
20200101,경부선,당정,2742,2921,20200104
20200101,경부선,천안,5507,5236,20200104
20200101,경부선,두정,3594,3868,20200104
20200101,경부선,직산,606,647,20200104
20200101,경부선,성환,2437,2892,20200104
20200101,경부선,평택,10071,11332,20200104
20200101,경부선,지제,1554,1597,20200104
20200101,경부선,서정리,3214,4978,20200104
20200101,경부선,송탄,3250,4020,20200104
20200101,경부선,진위,659,719,20200104
20200101,경부선,오산,7143,8176,20200104
20200101,경부선,오산대,1632,1598,20200104
20200101,경부선,세마,1635,1548,20200104
20200101,경부선,병점,8178,10037,20200104
20200101,경부선,세류,2234,2399,20200104
20200101,경부선,독산,5557,5667,20200104
20200101,경부선,수원,33590,32542,20200104
20200101,경부선,화서,3607,3579,20200104
20200101,경부선,성균관대,7253,7836,20200104
20200101,경부선,의왕,3871,4074,20200104
20200101,경부선,군포,3133,2945,20200104
20200101,경부선,금정,12169,13152,20200104
20200101,경부선,명학,2839,2798,20200104
20200101,경부선,안양,14028,13752,20200104
20200101,경부선,관악,4263,4052,20200104
20200101,경부선,석수,4711,4579,20200104
20200101,경부선,금천구청,5733,5705,20200104
20200101,경부선,가산디지털단지,4474,6236,20200104
20200101,경부선,구로,9338,9455,20200104
20200101,경부선,신길,4573,4125,20200104
20200101,경부선,신도림,1651,1830,20200104
20200101,경부선,영등포,35405,33938,20200104
20200101,경부선,대방,5943,6316,20200104
20200101,경부선,노량진,7177,6531,20200104
20200101,경부선,용산,32456,29286,20200104
20200101,경부선,남영,4040,4234,20200104
20200101,경부선,서울역,6620,1051,20200104
20200101,4호선,남태령,520,439,20200104
20200101,4호선,사당,13276,11928,20200104
20200101,4호선,총신대입구(이수),9089,9895,20200104
20200101,4호선,동작(현충원),1407,1537,20200104
20200101,4호선,이촌(국립중앙박물관),2894,3238,20200104
20200101,4호선,신용산,7217,7115,20200104
20200101,4호선,삼각지,1778,2250,20200104
20200101,4호선,숙대입구(갈월),6152,5855,20200104
20200101,4호선,서울역,6182,14194,20200104
20200101,4호선,회현(남대문시장),10063,10460,20200104
20200101,4호선,명동,33575,35869,20200104
20200101,4호선,충무로,12041,11366,20200104
20200101,4호선,동대문역사문화공원,15484,11770,20200104
20200101,4호선,동대문,9042,8577,20200104
20200101,4호선,혜화,23671,24403,20200104
20200101,4호선,한성대입구(삼선교),6777,6979,20200104
20200101,4호선,성신여대입구(돈암),12017,11870,20200104
20200101,4호선,길음,9673,9730,20200104
20200101,4호선,미아사거리,14738,14886,20200104
20200101,4호선,미아(서울사이버대학),7422,7244,20200104
20200101,4호선,수유(강북구청),19290,19269,20200104
20200101,4호선,쌍문,14507,13636,20200104
20200101,4호선,창동,13293,14456,20200104
20200101,4호선,노원,11762,12768,20200104
20200101,4호선,상계,9156,8876,20200104
20200101,4호선,당고개,7021,6731,20200104
20200101,3호선,오금,2215,2210,20200104
20200101,3호선,경찰병원,2689,2816,20200104
20200101,3호선,가락시장,3711,3584,20200104
20200101,3호선,수서,9190,9114,20200104
20200101,3호선,일원,3016,3423,20200104
20200101,3호선,대청,3906,3658,20200104
20200101,3호선,학여울,595,625,20200104
20200101,3호선,대치,5074,4656,20200104
20200101,3호선,도곡,1708,1802,20200104
20200101,3호선,매봉,3265,3225,20200104
20200101,3호선,양재(서초구청),10750,11705,20200104
20200101,3호선,남부터미널(예술의전당),14564,15123,20200104
20200101,3호선,교대(법원.검찰청),3299,1977,20200104
20200101,3호선,고속터미널,39526,34867,20200104
20200101,3호선,잠원,2373,2355,20200104
20200101,3호선,신사,14593,13688,20200104
20200101,3호선,압구정,9788,10110,20200104
20200101,3호선,옥수,4370,4673,20200104
20200101,3호선,금호,3846,3735,20200104
20200101,3호선,약수,5909,5812,20200104
20200101,3호선,동대입구,5490,6806,20200104
20200101,3호선,을지로3가,3686,3543,20200104
20200101,3호선,종로3가,4173,6053,20200104
20200101,3호선,안국,11837,12378,20200104
20200101,3호선,경복궁(정부서울청사),12647,13381,20200104
20200101,3호선,독립문,3791,4020,20200104
20200101,3호선,무악재,1740,1986,20200104
20200101,3호선,홍제,8618,8389,20200104
20200101,3호선,녹번,5554,5275,20200104
20200101,3호선,불광,8935,10408,20200104
20200101,3호선,연신내,21529,21007,20200104
20200101,3호선,구파발,11160,11563,20200104
20200101,3호선,지축,795,856,20200104
20200101,2호선,용두(동대문구청),1130,1156,20200104
20200101,2호선,신정네거리,4384,4549,20200104
20200101,2호선,양천구청,2766,2916,20200104
20200101,2호선,도림천,347,380,20200104
20200101,2호선,신설동,2161,1988,20200104
20200101,2호선,신답,605,710,20200104
20200101,2호선,용답,1548,1643,20200104
20200101,2호선,충정로(경기대입구),3886,3739,20200104
20200101,2호선,아현,4475,4575,20200104
20200101,2호선,이대,8803,9724,20200104
20200101,2호선,신촌,25420,23862,20200104
20200101,2호선,홍대입구,69202,61962,20200104
20200101,2호선,합정,16947,16707,20200104
20200101,2호선,당산,7613,8759,20200104
20200101,2호선,영등포구청,6594,6644,20200104
20200101,2호선,문래,5998,6303,20200104
20200101,2호선,신도림,26096,26716,20200104
20200101,2호선,대림(구로구청),16429,17443,20200104
20200101,2호선,구로디지털단지,25130,25859,20200104
20200101,2호선,신대방,14808,14965,20200104
20200101,2호선,신림,36826,37845,20200104
20200101,2호선,봉천,11289,11536,20200104
20200101,2호선,서울대입구(관악구청),23793,25781,20200104
20200101,2호선,낙성대,13222,14468,20200104
20200101,2호선,사당,18983,20297,20200104
20200101,2호선,방배,5397,5875,20200104
20200101,2호선,서초,4819,4304,20200104
20200101,2호선,교대(법원.검찰청),9262,10245,20200104
20200101,2호선,강남,39231,36768,20200104
20200101,2호선,역삼,10755,10997,20200104
20200101,2호선,선릉,11749,9965,20200104
20200101,2호선,삼성(무역센터),25168,23880,20200104
20200101,2호선,종합운동장,4585,4599,20200104
20200101,2호선,잠실새내,11199,11150,20200104
20200101,2호선,잠실(송파구청),53799,48425,20200104
20200101,2호선,잠실나루,5165,5247,20200104
20200101,2호선,강변(동서울터미널),26220,25509,20200104
20200101,2호선,구의(광진구청),10741,10802,20200104
20200101,2호선,건대입구,29289,29008,20200104
20200101,2호선,성수,9037,9685,20200104
20200101,2호선,뚝섬,5904,6277,20200104
20200101,2호선,한양대,2367,2567,20200104
20200101,2호선,왕십리(성동구청),9553,8463,20200104
20200101,2호선,상왕십리,5947,6058,20200104
20200101,2호선,신당,7007,7796,20200104
20200101,2호선,동대문역사문화공원,12705,13550,20200104
20200101,2호선,을지로4가,4055,4033,20200104
20200101,2호선,을지로3가,8612,8672,20200104
20200101,2호선,을지로입구,29241,27367,20200104
20200101,2호선,시청,8725,5943,20200104
20200101,1호선,동묘앞,7580,7998,20200104
20200101,1호선,청량리(서울시립대입구),13878,13997,20200104
20200101,1호선,제기동,9791,9852,20200104
20200101,1호선,신설동,6820,6589,20200104
20200101,1호선,동대문,8822,9558,20200104
20200101,1호선,종로5가,12672,11939,20200104
20200101,1호선,종로3가,17061,15108,20200104
20200102,8호선,송파,10637,10161,20200105
20200102,1호선,서울역,59502,53548,20200105
20200102,1호선,시청,27953,28347,20200105
20200102,1호선,종각,48855,47433,20200105
20200102,1호선,종로3가,35903,34261,20200105
20200102,1호선,종로5가,28447,28619,20200105
20200102,1호선,동대문,12057,13486,20200105
20200102,1호선,신설동,16140,15858,20200105
20200102,1호선,제기동,20556,21151,20200105
20200102,1호선,청량리(서울시립대입구),24593,24717,20200105
20200102,1호선,동묘앞,8797,9305,20200105
20200102,2호선,시청,30321,28535,20200105
20200102,2호선,을지로입구,57339,57431,20200105
20200102,2호선,을지로3가,26307,26176,20200105
20200102,2호선,을지로4가,15313,15329,20200105
20200102,2호선,동대문역사문화공원,18148,21538,20200105
20200102,2호선,신당,15257,16169,20200105
20200102,2호선,상왕십리,15605,15076,20200105
20200102,2호선,왕십리(성동구청),18767,16132,20200105
